chr,start,end,n,meanDiff,group1.mean,group2.mean,tstat.sd,direction,fwer
chr11,70303526,70303836,7,0.142437445,0.528136506,0.385699061,0.060931963,hyper,0
chr3,87137900,87139186,43,0.142399166,0.187407487,0.045008321,0.056305706,hyper,0
chr2,43055091,43055620,13,0.142370751,0.385601409,0.243230658,0.072035062,hyper,0
chr20,19192379,19192814,17,0.14228309,0.184570864,0.042287774,0.08628843,hyper,0
chr5,177592670,177592849,8,0.142230365,0.749510644,0.60728028,0.079868461,hyper,0
chr5,112824746,112824920,5,0.142170318,0.537117489,0.394947171,0.056171272,hyper,0
chr20,691053,691169,9,0.142144097,0.465787687,0.323643589,0.059648772,hyper,0
chr7,150635210,150635688,12,0.142110421,0.274736053,0.132625632,0.062334693,hyper,0
chr20,31148590,31149265,16,0.142047953,0.3583597,0.216311747,0.065173244,hyper,0
chr4,143766642,143766894,9,0.141898414,0.159148788,0.017250375,0.060516806,hyper,0
chr12,1949309,1949586,8,0.141863792,0.64409218,0.502228389,0.061122926,hyper,0
chr15,62636609,62637373,6,0.141855617,0.479649099,0.337793482,0.059440996,hyper,0
chr22,39963473,39963609,6,0.141709725,0.556599649,0.414889924,0.057386564,hyper,0
chr10,44806146,44807003,24,0.141682524,0.366675929,0.224993404,0.085065164,hyper,0
chr9,132935664,132935703,4,0.141627586,0.276883334,0.135255748,0.071208461,hyper,0
chr7,138437142,138437750,14,0.14134021,0.29750493,0.15616472,0.057695557,hyper,0
chr6,134436421,134436465,3,0.141303818,0.654196143,0.512892325,0.075267187,hyper,0
chr7,39015429,39016402,39,0.141294768,0.348797445,0.207502677,0.059923372,hyper,0
chr1,232861359,232862078,11,0.141210384,0.502987683,0.361777299,0.056153327,hyper,0
chr12,52545839,52546328,18,0.141145095,0.226438063,0.085292967,0.081194137,hyper,0
chr1,88928168,88928658,20,0.141091548,0.238021304,0.096929757,0.082541848,hyper,0
chr3,135683961,135684250,7,0.140863441,0.620686339,0.479822899,0.068074355,hyper,0
chr11,117770806,117771608,9,0.14078248,0.563005513,0.422223033,0.064634739,hyper,0
chr16,78280536,78280809,9,0.140587229,0.655162411,0.514575182,0.055024218,hyper,0
chr5,80257383,80257610,5,0.140334196,0.489430937,0.349096741,0.05800185,hyper,0
chr3,9178238,9178297,5,0.140148185,0.389566161,0.249417976,0.061662769,hyper,0
chr9,38672608,38672913,11,0.139855826,0.459461181,0.319605355,0.072202627,hyper,0
chr9,134718461,134718507,3,0.139852095,0.619678021,0.479825926,0.058771567,hyper,0
chr21,41515672,41516287,12,0.139824071,0.462315494,0.322491422,0.079510622,hyper,0
chr8,41541515,41541978,9,0.139811894,0.643756619,0.503944725,0.057976768,hyper,0
chr16,63651556,63651662,8,0.139622447,0.421526039,0.281903593,0.080352274,hyper,0
chr18,76674389,76674495,7,0.139466513,0.698213392,0.558746878,0.074414056,hyper,0
chr13,107448496,107448708,6,0.139362411,0.499596528,0.360234117,0.072832659,hyper,0
chr4,57737181,57737760,10,0.139230857,0.255903852,0.116672995,0.058739223,hyper,0
chr16,18980680,18981029,11,0.139035924,0.395887823,0.256851899,0.05767834,hyper,0
chr20,22384148,22384672,13,0.138955661,0.436113459,0.297157797,0.080316522,hyper,0
chr15,73977119,73977448,14,0.138772853,0.201516958,0.062744105,0.064890915,hyper,0
chr14,38091905,38092127,15,0.138770247,0.311136752,0.172366505,0.096643486,hyper,0
chr7,47667518,47667931,4,0.138767868,0.473476118,0.33470825,0.0584138,hyper,0
chr2,98962750,98963585,37,0.138725064,0.235409573,0.096684509,0.078728444,hyper,0
chr1,17539230,17539356,4,0.13853286,0.379988586,0.241455726,0.061339555,hyper,0
chr1,4714356,4714403,6,0.138530811,0.172561285,0.034030474,0.056999943,hyper,0
chr1,84157087,84158256,14,0.138463771,0.611620591,0.473156821,0.057377877,hyper,0
chr19,8773505,8774467,17,0.138439217,0.437592909,0.299153692,0.06656144,hyper,0
chr15,99601134,99601248,4,0.138403621,0.416705139,0.278301519,0.063941461,hyper,0
chr4,5828635,5829124,8,0.138370334,0.449330004,0.31095967,0.067374478,hyper,0
chr6,17451194,17451427,5,0.138318402,0.526998592,0.388680191,0.061761453,hyper,0
chr19,37894599,37894976,17,0.138294504,0.765622966,0.627328461,0.064282907,hyper,0
chr6,30922937,30923085,3,0.138270156,0.209555114,0.071284958,0.064930968,hyper,0
chr2,129659143,129659395,11,0.138245699,0.603796687,0.465550988,0.099648975,hyper,0
chr5,74532268,74532370,4,0.138235002,0.475292391,0.337057389,0.056717275,hyper,0
chr15,29240789,29241310,15,0.138138923,0.438442387,0.300303465,0.061304474,hyper,0
chr8,17519177,17520105,20,0.137922228,0.345004566,0.207082338,0.062559182,hyper,0
chr4,40911429,40911513,4,0.137909329,0.380918082,0.243008753,0.060100919,hyper,0
chr11,39392860,39392967,5,0.13787495,0.633368471,0.495493521,0.058977376,hyper,0
chr1,116518237,116518590,10,0.13783738,0.376451949,0.23861457,0.072371905,hyper,0
chr3,115230867,115232575,42,0.137825815,0.33618861,0.198362795,0.063140371,hyper,0
chr8,1457627,1457899,8,0.137676907,0.528083752,0.390406844,0.061809195,hyper,0
chr19,51486901,51487310,13,0.137632117,0.360331435,0.222699318,0.060925149,hyper,0
chr11,76838726,76839015,6,0.137548231,0.246626443,0.109078213,0.067511542,hyper,0
chr3,46940166,46940663,13,0.137523941,0.229428013,0.091904072,0.059913939,hyper,0
chr6,151562777,151563072,5,0.137410164,0.333914313,0.196504149,0.054650594,hyper,0
chr3,10399379,10399719,5,0.137285212,0.510923964,0.373638752,0.064364492,hyper,0
chr4,141173320,141173655,7,0.137278362,0.414908089,0.277629727,0.063302271,hyper,0
chr19,53540576,53540697,7,0.137159038,0.578926491,0.441767453,0.070242956,hyper,0
chr19,262606,262760,3,0.137154774,0.755153241,0.617998468,0.059122474,hyper,0
chr19,262009,262126,4,0.137048091,0.753300582,0.616252491,0.062708415,hyper,0
chr11,10650257,10650365,6,0.136983536,0.557257271,0.420273735,0.063023866,hyper,0
chr2,218875723,218875872,4,0.136959234,0.281059827,0.144100593,0.060774434,hyper,0
chr7,75831315,75831678,8,0.136889586,0.175489925,0.03860034,0.065964579,hyper,0
chr22,35979155,35979620,10,0.136778046,0.488244395,0.351466348,0.063440294,hyper,0
chr7,29924622,29924671,3,0.136664335,0.688182119,0.551517784,0.076481158,hyper,0
chr15,34913028,34913855,6,0.1366526,0.431591531,0.294938931,0.059585121,hyper,0
chr13,96294529,96294602,4,0.136638147,0.300681591,0.164043444,0.079567094,hyper,0
chr2,131556138,131556472,14,0.136599176,0.31502171,0.178422534,0.064302819,hyper,0
chr11,8854426,8855023,9,0.136466337,0.59777957,0.461313233,0.05878226,hyper,0
chr1,186595660,186595713,3,0.136404044,0.537781195,0.401377151,0.054287844,hyper,0
chr3,138763214,138763483,12,0.136392287,0.703378058,0.566985771,0.057590368,hyper,0
chr3,87841378,87841641,8,0.136375333,0.150530546,0.014155213,0.065627094,hyper,0
chr6,166074337,166074348,3,0.136357529,0.168347449,0.03198992,0.062561362,hyper,0
chr2,158453939,158454357,25,0.136331245,0.304355209,0.168023964,0.062893068,hyper,0
chr10,131681825,131682251,11,0.136175106,0.445080855,0.308905749,0.056127912,hyper,0
chr6,125684580,125684945,20,0.136094468,0.20401435,0.067919881,0.063176731,hyper,0
chr7,98434811,98435000,4,0.135949443,0.586578793,0.45062935,0.062199664,hyper,0
chr1,91870067,91870491,18,0.135895,0.182338325,0.046443326,0.090604292,hyper,0
chr9,36818607,36818627,3,0.135864399,0.272266848,0.136402449,0.073072145,hyper,0
chr7,143042509,143042670,9,0.135831143,0.363890381,0.228059238,0.077289145,hyper,0
chr7,56243171,56243475,10,0.13562395,0.418794463,0.283170513,0.072340824,hyper,0
chr6,44528865,44529091,12,0.135564966,0.317617057,0.182052091,0.062507975,hyper,0
chr5,131607234,131607690,21,0.135550128,0.543209404,0.407659275,0.10315017,hyper,0
chr16,78079753,78079971,7,0.135541116,0.382435464,0.246894348,0.069399339,hyper,0
chr19,18090513,18090831,12,0.135516132,0.275222664,0.139706532,0.059444019,hyper,0
chr15,23892923,23893092,6,0.135421676,0.521423087,0.386001412,0.068422486,hyper,0
chr6,10660432,10660449,4,0.135366309,0.755271169,0.619904861,0.060154919,hyper,0
chr10,43818297,43818782,13,0.135342623,0.333692277,0.198349654,0.070520515,hyper,0
chr6,39310558,39310592,4,0.135254335,0.482676238,0.347421903,0.054615388,hyper,0
chr4,24420865,24421351,7,0.135150394,0.479726689,0.344576295,0.061890958,hyper,0
chr1,44938193,44939094,15,0.135061672,0.362707517,0.227645845,0.060548972,hyper,0
chr9,99840920,99841179,11,0.135015085,0.604235678,0.469220592,0.062731305,hyper,0
chr10,71211378,71211946,24,0.134996948,0.251359367,0.116362419,0.079884645,hyper,0
chr1,40104969,40105021,3,0.134905065,0.387519741,0.252614676,0.055533202,hyper,0
chr11,40313807,40314268,7,0.134845383,0.305672155,0.170826772,0.069998609,hyper,0
chr17,35014166,35014803,9,0.134843761,0.264220437,0.129376676,0.07619601,hyper,0
chr13,46421650,46422351,11,0.134815726,0.422688858,0.287873133,0.056018129,hyper,0
chr9,136578471,136578786,10,0.134790676,0.333116859,0.198326183,0.059485134,hyper,0
chr1,202183139,202183286,10,0.134779222,0.288664784,0.153885562,0.061448243,hyper,0
chr12,130648300,130648773,18,0.134749555,0.270022644,0.135273088,0.057376021,hyper,0
chr9,116417572,116417888,8,0.13469217,0.576252826,0.441560657,0.0671056,hyper,0
chr1,33178139,33178228,4,0.134607459,0.262658463,0.128051004,0.070626773,hyper,0
chr3,197633058,197633179,10,0.134535046,0.324627801,0.190092756,0.054321828,hyper,0
chr12,16760881,16761421,9,0.13447114,0.451638327,0.317167188,0.061895939,hyper,0
chr2,208130494,208130942,7,0.13446546,0.458494902,0.324029442,0.056368406,hyper,0
chr1,54587601,54588100,16,0.134444829,0.437828608,0.303383779,0.068155101,hyper,0
chr18,59221499,59222236,16,0.134404857,0.741752544,0.607347687,0.072666161,hyper,0
chr22,37098207,37098803,8,0.134368549,0.597152747,0.462784198,0.061837302,hyper,0
chr18,13261447,13262008,12,0.134272883,0.534307714,0.400034831,0.063795992,hyper,0
chr19,23185417,23186316,29,0.134241217,0.341438648,0.207197431,0.062954028,hyper,0
chr4,58060291,58060809,19,0.134108168,0.371411626,0.237303457,0.058705213,hyper,0
chr8,142980740,142980854,4,0.134029869,0.659846312,0.525816443,0.062665719,hyper,0
chr19,3006343,3006594,8,0.13399864,0.883994866,0.749996226,0.062222898,hyper,0
chr1,16375314,16375733,13,0.133977072,0.259410533,0.125433461,0.058157647,hyper,0
chr21,34481924,34482065,8,0.133959242,0.213562656,0.079603414,0.059367011,hyper,0
chr20,690139,690452,12,0.133947103,0.393038596,0.259091493,0.059596788,hyper,0
chr3,111579699,111579880,8,0.133919195,0.362029649,0.228110454,0.05683806,hyper,0
chr12,47224716,47224769,4,0.133793924,0.24295413,0.109160206,0.077801405,hyper,0
chr11,92702653,92703433,34,0.133710958,0.316568574,0.182857616,0.076908082,hyper,0
chr6,127835750,127836045,19,0.133610449,0.217524512,0.083914063,0.067262785,hyper,0
chr7,151622784,151623085,6,0.133571622,0.656893785,0.523322164,0.059576726,hyper,0
chr3,38692648,38693128,12,0.133538908,0.477314554,0.343775646,0.060581961,hyper,0
chr15,93178659,93179007,8,0.133536717,0.585087431,0.451550714,0.053610465,hyper,0
chr21,42484814,42485085,5,0.133460569,0.34481388,0.211353311,0.05744342,hyper,0
chr1,210110861,210111339,24,0.13342582,0.206625726,0.073199906,0.077117469,hyper,0
chr5,150828122,150828256,4,0.133353956,0.263726218,0.130372263,0.057212449,hyper,0
chr7,135485427,135486445,21,0.133340994,0.491144632,0.357803638,0.054596178,hyper,0
chr2,29223423,29223946,9,0.133340069,0.517451109,0.38411104,0.057336816,hyper,0
chr8,105602213,105602300,5,0.133084817,0.222617823,0.089533006,0.070789294,hyper,0
chr9,124498985,124499426,10,0.132982264,0.362878602,0.229896338,0.068457825,hyper,0
chr9,27093704,27093898,9,0.132901729,0.402694894,0.269793165,0.065997202,hyper,0
chr22,37894315,37894644,4,0.132888,0.579344941,0.446456942,0.06239067,hyper,0
chr6,43892148,43892637,12,0.132803082,0.383487773,0.250684691,0.060452162,hyper,0
chr2,164592194,164592756,18,0.132768161,0.257696526,0.124928364,0.076494551,hyper,0
chr20,47935944,47936372,18,0.132743439,0.387080643,0.254337204,0.067540873,hyper,0
chr1,61508376,61508533,7,0.132691556,0.376994401,0.244302845,0.056243443,hyper,0
chr3,45838458,45838649,6,0.132691011,0.505037865,0.372346853,0.055039167,hyper,0
chr2,208337983,208338152,5,0.132676836,0.738226784,0.605549948,0.059755731,hyper,0
chr17,33478116,33478316,21,0.132305169,0.545842965,0.413537795,0.059104916,hyper,0
chr10,129816511,129816961,13,0.132251314,0.301722584,0.169471269,0.059691809,hyper,0
chr1,32001597,32002138,15,0.131671459,0.542992111,0.411320652,0.064919693,hyper,0
chr7,144088861,144088996,4,0.131539396,0.545239682,0.413700286,0.059033825,hyper,0
chr7,95402573,95402650,4,0.131525794,0.468644643,0.337118849,0.072910955,hyper,0
chr19,57154901,57155201,10,0.131482674,0.341399648,0.209916974,0.080967494,hyper,0
chr1,157962738,157962927,8,0.131196451,0.195752854,0.064556403,0.060949586,hyper,0
chr6,168086428,168086653,7,0.131011841,0.517755632,0.386743791,0.071306178,hyper,0
chr16,54227544,54227875,10,0.130998873,0.438351041,0.307352168,0.073788586,hyper,0
chr22,40020390,40020423,4,0.13099243,0.581649248,0.450656818,0.068108796,hyper,0
chr11,113346255,113346491,4,0.130980023,0.238869533,0.107889511,0.061103228,hyper,0
chr1,8374581,8375293,19,0.130858058,0.35341375,0.222555692,0.070479054,hyper,0
chr14,75077666,75077898,14,0.130821143,0.638822629,0.508001487,0.059499928,hyper,0
chr2,73053177,73053289,11,0.130788608,0.189062869,0.058274261,0.066480842,hyper,0
chr2,27393066,27393211,7,0.130667353,0.400715203,0.27004785,0.064848151,hyper,0
chr7,6542894,6542976,4,0.130659676,0.377443885,0.246784209,0.056613213,hyper,0
chr16,23765354,23765381,3,0.130589856,0.700342965,0.569753109,0.060774421,hyper,0
chr12,71003465,71004300,17,0.130550485,0.237845311,0.107294826,0.072052406,hyper,0
chr7,115669941,115670076,5,0.130400294,0.338067603,0.207667309,0.057703808,hyper,0
chr12,127630314,127630631,12,0.130300337,0.294264336,0.163963999,0.062311391,hyper,0
chr21,15588310,15589305,40,0.13029345,0.22597547,0.09568202,0.076917134,hyper,0
chr7,63386654,63386815,13,0.130263327,0.196734312,0.066470985,0.07874935,hyper,0
chr5,134387665,134388943,23,0.130056509,0.492786807,0.362730298,0.077468513,hyper,0
chr17,15163503,15163938,10,0.130043513,0.242436205,0.112392692,0.064446238,hyper,0
chr1,3012854,3013464,16,0.130005895,0.353340809,0.223334914,0.063550985,hyper,0
chr6,22146767,22146776,3,0.12992288,0.591562451,0.461639571,0.062713817,hyper,0
chr16,55359239,55359355,4,0.12977669,0.198020053,0.068243363,0.056236494,hyper,0
chr9,127558068,127558715,8,0.12966299,0.401436578,0.271773588,0.058635934,hyper,0
chr2,148600922,148601095,3,0.129457095,0.33946592,0.210008825,0.056343445,hyper,0
chr14,105310991,105311236,11,0.129422369,0.350358279,0.22093591,0.05935565,hyper,0
chr3,46759501,46759698,6,0.129309681,0.54367625,0.41436657,0.059752642,hyper,0
chr13,77554042,77554534,18,0.129306769,0.202185817,0.072879047,0.059529422,hyper,0
chr2,237016862,237017215,8,0.129269829,0.389830638,0.26056081,0.057873338,hyper,0
chr8,41625495,41625598,5,0.129243639,0.199257109,0.07001347,0.068640643,hyper,0
chr22,49662807,49663086,14,0.129207444,0.603154834,0.47394739,0.0608896,hyper,0
chr14,104895567,104895600,4,0.129104783,0.599943074,0.470838291,0.05735389,hyper,0
chr7,98099607,98100419,15,0.12905023,0.221228007,0.092177776,0.068142845,hyper,0
chr11,69151745,69152264,8,0.128978239,0.456829748,0.32785151,0.062855959,hyper,0
chr11,72953411,72954063,6,0.128878524,0.695290735,0.566412211,0.05909094,hyper,0
chr11,7110133,7110266,12,0.128865092,0.612036375,0.483171283,0.06826499,hyper,0
chr2,158731450,158731699,9,0.128854873,0.272664366,0.143809492,0.062980269,hyper,0
chr17,41778810,41779084,12,0.128825296,0.275770734,0.146945438,0.069720456,hyper,0
chr1,95296486,95296686,3,0.128784343,0.557702105,0.428917762,0.056282711,hyper,0
chr2,240454246,240455035,15,0.128736292,0.582440307,0.453704015,0.06110347,hyper,0
chr10,99733976,99734662,29,0.128658927,0.502787536,0.374128609,0.07325491,hyper,0
chr11,133994969,133995110,7,0.128616887,0.32998932,0.201372433,0.063063359,hyper,0
chr4,206442,206745,10,0.128604526,0.290989711,0.162385185,0.067664229,hyper,0
chr2,113896093,113896311,5,0.128587612,0.515784168,0.387196556,0.054230153,hyper,0
chr17,45855615,45855634,4,0.128531137,0.538281347,0.409750211,0.06038021,hyper,0
chr19,13539856,13540286,9,0.12846782,0.440146026,0.311678206,0.064211967,hyper,0
chr17,17295281,17295719,21,0.128404876,0.273993404,0.145588528,0.060766178,hyper,0
chr2,120245250,120245606,8,0.128381068,0.457082078,0.32870101,0.06273622,hyper,0
chr18,19770346,19770924,11,0.128339733,0.601058645,0.472718912,0.056605074,hyper,0
chr21,46573327,46573744,11,0.128286864,0.317906281,0.189619418,0.064340132,hyper,0
chr1,64970985,64971115,3,0.128274678,0.390732196,0.262457518,0.092160666,hyper,0
chr9,75747252,75747461,7,0.128154156,0.405707564,0.277553408,0.064695565,hyper,0
chr3,132887804,132887904,3,0.128138139,0.73137602,0.60323788,0.053321424,hyper,0
chr8,69243802,69244896,26,0.127952451,0.176072792,0.048120341,0.080161876,hyper,0
chr5,175322937,175323149,6,0.127614474,0.425252459,0.297637985,0.056177873,hyper,0
chr1,220906451,220906974,15,0.127583919,0.377227959,0.24964404,0.056623233,hyper,0
chr19,50706319,50706402,6,0.127544586,0.388544249,0.260999664,0.057709745,hyper,0
chr13,96297206,96297281,4,0.127401708,0.397304715,0.269903006,0.0723651,hyper,0
chr1,86622771,86622870,16,0.12724541,0.456909696,0.329664286,0.065118071,hyper,0
chr1,210111997,210112155,7,0.127159015,0.294013347,0.166854332,0.077187351,hyper,0
chr2,467757,468061,12,0.127158577,0.327786182,0.200627605,0.067445254,hyper,0
chr5,134826717,134826871,4,0.127139857,0.227970661,0.100830803,0.058301576,hyper,0
chr2,9878816,9879079,7,0.127070946,0.521633657,0.394562711,0.068519139,hyper,0
chr7,151547848,151547996,6,0.126850081,0.723741024,0.596890943,0.055023454,hyper,0
chr1,44016043,44016106,6,0.126731387,0.294969257,0.16823787,0.070433769,hyper,0
chr2,7237223,7238042,23,0.126691268,0.287082502,0.160391234,0.05229246,hyper,0
chr1,2305836,2305981,3,0.126689614,0.489144631,0.362455017,0.067040212,hyper,0
chr15,69222632,69222648,3,0.126636317,0.688790003,0.562153686,0.055763031,hyper,0
chr4,120550451,120550779,9,0.126611276,0.301853166,0.17524189,0.056902959,hyper,0
chr8,334985,335126,7,0.126576455,0.355222021,0.228645566,0.054484998,hyper,0
chr10,18430412,18430899,14,0.126558586,0.316688109,0.190129522,0.053850722,hyper,0
chr6,159501607,159502289,11,0.126387682,0.53507628,0.408688599,0.056632287,hyper,0
chr17,41723125,41723452,11,0.126368357,0.37072413,0.244355773,0.060170346,hyper,0
chr11,133788480,133788513,6,0.126094324,0.222162659,0.096068335,0.065034679,hyper,0
chr11,116228734,116229232,18,0.126076673,0.505846924,0.379770252,0.067878291,hyper,0
chr12,120832604,120832754,5,0.126046504,0.484172268,0.358125764,0.063338985,hyper,0
chr17,65052516,65052791,5,0.125962727,0.765406951,0.639444224,0.059117949,hyper,0
chr19,50706791,50706832,4,0.125797139,0.210338634,0.084541494,0.058200625,hyper,0
chr4,74965057,74965278,17,0.125703092,0.191862238,0.066159145,0.072815467,hyper,0
chr6,80657650,80658030,7,0.125613789,0.405892018,0.280278229,0.065069398,hyper,0
chr15,39871865,39872262,15,0.125600337,0.590744581,0.465144244,0.06143021,hyper,0
chr14,65345653,65345835,4,0.12554779,0.536461916,0.410914125,0.057561996,hyper,0
chr12,111470562,111471079,12,0.125524273,0.266552803,0.14102853,0.058393489,hyper,0
chr1,173091858,173092160,4,0.125504648,0.477401924,0.351897276,0.062657923,hyper,0
chr14,100014609,100014988,9,0.125479445,0.672960024,0.547480579,0.064999458,hyper,0
chr4,48019565,48019646,5,0.125439972,0.336887629,0.211447657,0.053721493,hyper,0
chr3,13152273,13152920,12,0.125187625,0.266975047,0.141787422,0.073686422,hyper,0
chr5,150880345,150880821,10,0.12496118,0.646159007,0.521197827,0.05499084,hyper,0
chr6,160768459,160768777,5,0.124917634,0.712717531,0.587799897,0.057748846,hyper,0
chr14,102062441,102063242,11,0.12486513,0.476519287,0.351654157,0.057149043,hyper,0
chr1,228134127,228134140,3,0.124860851,0.248185281,0.123324429,0.061066195,hyper,0
chr13,44990493,44990682,9,0.124818194,0.70851305,0.583694856,0.0622303,hyper,0
chr15,69452423,69452554,8,0.124799935,0.214683252,0.089883316,0.058144168,hyper,0
chr6,45984015,45984214,5,0.124747333,0.569004014,0.444256681,0.062073416,hyper,0
chr3,184301860,184302352,18,0.124723775,0.238884747,0.114160972,0.072598456,hyper,0
chr9,110249856,110249870,4,0.124721931,0.230983807,0.106261876,0.061280623,hyper,0
chr20,58559722,58560133,9,0.124701522,0.526295777,0.401594255,0.062743554,hyper,0
chr6,29795891,29796165,8,0.124672735,0.166549871,0.041877136,0.064486507,hyper,0
chr1,26471566,26471848,10,0.12463842,0.335045825,0.210407404,0.052974517,hyper,0
chr5,141906990,141907375,3,0.124633307,0.764585652,0.639952345,0.055993531,hyper,0
chr1,65991480,65991611,7,0.124541329,0.17067541,0.046134082,0.070305814,hyper,0
chr19,42644307,42644606,6,0.124478254,0.641980926,0.517502672,0.056123,hyper,0
chr1,114697202,114698026,30,0.124413495,0.240916654,0.116503159,0.071667861,hyper,0
chr2,86563190,86563997,19,0.124328322,0.37821472,0.253886398,0.058592499,hyper,0
chr4,55097256,55097306,6,0.124238865,0.199750237,0.075511371,0.056478726,hyper,0
chr21,46803388,46803529,3,0.124165986,0.567824825,0.443658839,0.065063299,hyper,0
chr16,24266884,24267043,9,0.124119062,0.269348499,0.145229437,0.064432617,hyper,0
chr15,57883807,57883889,5,0.1240069,0.303015706,0.179008806,0.072900012,hyper,0
chr8,23261758,23261794,4,0.123961134,0.223443993,0.099482859,0.060851337,hyper,0
chr10,100993158,100993836,21,0.123840015,0.199568576,0.075728561,0.057227481,hyper,0
chr4,83483317,83483629,13,0.123744289,0.198789573,0.075045284,0.067119359,hyper,0
chr16,49732169,49732558,8,0.123708865,0.502711317,0.379002452,0.075423636,hyper,0
chr12,6493311,6493916,25,0.123694858,0.270933691,0.147238832,0.054560263,hyper,0
chr2,9933416,9933506,4,0.123475483,0.453448205,0.329972723,0.059681092,hyper,0
chr12,3261532,3262000,6,0.123460599,0.432290934,0.308830336,0.072348133,hyper,0
chr17,75913901,75913923,4,0.123435473,0.603109614,0.479674141,0.065038297,hyper,0
chr8,125437764,125438814,24,0.123312335,0.367847131,0.244534796,0.060985911,hyper,0
chr14,69728466,69728648,3,0.123287838,0.301541412,0.178253574,0.052576921,hyper,0
chr20,1757387,1758003,17,0.12327125,0.203309092,0.080037842,0.065102843,hyper,0
chr6,142623054,142623806,28,0.123255108,0.203183966,0.079928858,0.068572249,hyper,0
chr6,151605981,151606224,3,0.123244528,0.669378999,0.546134471,0.060660002,hyper,0
chr21,47312028,47312111,10,0.123190096,0.335521267,0.212331172,0.059221345,hyper,0
chr3,185911303,185911383,6,0.123121979,0.38318512,0.260063142,0.06101228,hyper,0
chr6,117086996,117087394,8,0.122873378,0.438451673,0.315578295,0.054395364,hyper,0
chr6,105400631,105400884,7,0.122859554,0.368241687,0.245382132,0.054398433,hyper,0
chr19,21769708,21769751,4,0.122813585,0.220538337,0.097724752,0.06957853,hyper,0
chr7,53286427,53287678,33,0.12278122,0.329262415,0.206481195,0.055342973,hyper,0
chr2,27038718,27038767,4,0.122579643,0.758768282,0.636188639,0.056437569,hyper,0
chr15,73976769,73976790,3,0.122533242,0.13830669,0.015773448,0.064836477,hyper,0
chr12,5152289,5152546,5,0.122495921,0.687378393,0.564882472,0.05425116,hyper,0
chr2,131594140,131594253,7,0.122313151,0.385836814,0.263523663,0.067932043,hyper,0
chr1,48058513,48059292,14,0.122264603,0.224392321,0.102127718,0.068649085,hyper,0
chr1,171282033,171282152,3,0.122242776,0.530981749,0.408738973,0.05532453,hyper,0
chr5,53906138,53907426,11,0.122218756,0.502893779,0.380675022,0.055068841,hyper,0
chr9,88137299,88137662,16,0.122181727,0.253362311,0.131180585,0.057040392,hyper,0
chr15,81453408,81454504,12,0.122152554,0.39743303,0.275280477,0.059462268,hyper,0
chr16,66512622,66512840,8,0.122039821,0.39821138,0.276171559,0.062074609,hyper,0
chr2,27488136,27488240,12,0.122038128,0.162393018,0.04035489,0.054712713,hyper,0
chr17,38636673,38636879,7,0.121868741,0.284952038,0.163083297,0.061451341,hyper,0
chr15,69590937,69591019,5,0.121868057,0.550646577,0.42877852,0.064013851,hyper,0
chr8,142517974,142518546,7,0.12180651,0.328739452,0.206932942,0.062858218,hyper,0
chr11,70556976,70557445,8,0.121788691,0.442284798,0.320496108,0.061305414,hyper,0
chr12,126346309,126346487,12,0.121758575,0.518408073,0.396649498,0.071511917,hyper,0
chr7,19747617,19747673,4,0.121750896,0.627278984,0.505528088,0.054698511,hyper,0
chr22,25381282,25382275,19,0.121708775,0.448632927,0.326924152,0.064818248,hyper,0
chr4,8823607,8823781,6,0.121548514,0.532159047,0.410610533,0.063837245,hyper,0
chr12,54091049,54091268,14,0.121438658,0.224558653,0.103119995,0.055495114,hyper,0
chr5,54406,54631,7,0.121394718,0.289603537,0.168208819,0.072213417,hyper,0
chr3,190231176,190231366,6,0.121328325,0.236356134,0.115027809,0.055231367,hyper,0
chr21,44104815,44105191,10,0.121242659,0.248077187,0.126834529,0.056887182,hyper,0
chr8,72987865,72987963,5,0.121234969,0.200098196,0.078863227,0.086683688,hyper,0
chr4,121467,121855,6,0.121233244,0.323703592,0.202470348,0.056256413,hyper,0
chr11,131995918,131996867,18,0.121210501,0.364189159,0.242978658,0.068730104,hyper,0
chr5,95766745,95767089,5,0.121202162,0.303977071,0.182774909,0.058515495,hyper,0
chr6,12750338,12750958,15,0.121108181,0.26109276,0.139984579,0.057945292,hyper,0
chr10,13433004,13433283,7,0.121070775,0.571782765,0.45071199,0.055040304,hyper,0
chr19,43202225,43202340,10,0.121050047,0.526307062,0.405257015,0.083832065,hyper,0
chr11,8039966,8040325,8,0.121032112,0.285829526,0.164797413,0.063626553,hyper,0
chr7,127177057,127177144,7,0.121003543,0.438583286,0.317579742,0.066186304,hyper,0
chr1,171624193,171624976,23,0.120996662,0.291344165,0.170347503,0.06419315,hyper,0
chr11,115631323,115631350,3,0.120988532,0.312222041,0.191233509,0.068748632,hyper,0
chr1,46872164,46872430,6,0.120926974,0.564858316,0.443931342,0.0714547,hyper,0
chr4,186456846,186457550,19,0.120922651,0.280651452,0.159728801,0.054981618,hyper,0
chr9,91607000,91607325,9,0.120883783,0.231761347,0.110877565,0.060836903,hyper,0
chr20,982542,982609,3,0.120734877,0.321112004,0.200377127,0.067963595,hyper,0
chr5,171880780,171880895,9,0.120637903,0.271980136,0.151342233,0.06354062,hyper,0
chr13,24519929,24519966,4,0.120635613,0.640096292,0.519460679,0.077086979,hyper,0
chr11,1715362,1715589,8,0.120612469,0.328890392,0.208277923,0.069219203,hyper,0
